img_id le_x le_y re_x re_y n_x n_y lm_x lm_y rm_x rm_y
lfw/Mohammad_Khatami/Mohammad_Khatami_0010.jpg 101.36 117.683 130.077 115.526 104.304 140.806 105.035 162.995 131.359 162.933
lfw/Colin_Powell/Colin_Powell_0001.jpg 108.669 110.717 143.247 113.619 132.688 133.837 108.837 157.8 137.663 160.525
lfw/Colin_Powell/Colin_Powell_0002.jpg 98.6381 116.219 141.417 108.658 131.777 138.144 111.177 168.152 146.858 162.207
lfw/Colin_Powell/Colin_Powell_0003.jpg 106.191 111.432 152.224 109.415 123.226 136.188 110.728 163.045 152.44 161.404
lfw/Colin_Powell/Colin_Powell_0004.jpg 100.157 114.67 144.182 114.393 123.6 137.006 101.015 156.747 145.727 156.758
lfw/Colin_Powell/Colin_Powell_0005.jpg 105.392 115.101 145.933 111.745 127.269 134.727 112.738 162.043 146.927 159.272
lfw/Colin_Powell/Colin_Powell_0006.jpg 104.421 111.71 149.704 110.739 125.809 137.821 106.476 158.941 150.835 159.062
lfw/Colin_Powell/Colin_Powell_0007.jpg 101.933 114.53 145.662 110.572 126.987 132.472 108.978 163.809 149.422 161.029
lfw/Colin_Powell/Colin_Powell_0008.jpg 100.929 112.572 146.682 112.306 129.672 139.932 104.106 166.585 145.842 165.868
lfw/Colin_Powell/Colin_Powell_0009.jpg 105.502 112.354 150.023 113.575 129.255 135.663 107.099 160.965 143.605 162.004
lfw/Colin_Powell/Colin_Powell_0010.jpg 103.665 114.426 146.825 107.078 127.252 132.217 114.855 161.441 148.572 156.428
lfw/Colin_Powell/Colin_Powell_0011.jpg 99.4791 111.149 147.112 105.909 127.217 134.663 109.19 166.754 144.635 162.929
lfw/Colin_Powell/Colin_Powell_0012.jpg 102.014 116.379 148.796 112.65 125.584 142.072 109.999 168.082 148.216 165.398
lfw/Colin_Powell/Colin_Powell_0013.jpg 102.274 111.584 150.018 109.999 133.422 136.272 107.037 162.348 148.94 160.928
lfw/Colin_Powell/Colin_Powell_0014.jpg 100.107 114.716 144.781 110.994 118.445 143.899 106.176 164.55 147.97 161.917
lfw/Colin_Powell/Colin_Powell_0015.jpg 105.557 111.907 150.849 113.503 132.288 143.777 109.302 168.602 142.892 169.546
lfw/Colin_Powell/Colin_Powell_0016.jpg 104.56 111.405 147.299 117.087 134.192 145.947 98.8906 162.149 137.392 167.711
lfw/Colin_Powell/Colin_Powell_0017.jpg 103.151 111.703 151.203 116.279 118.986 142.021 103.61 170.805 140.094 174.493
lfw/Colin_Powell/Colin_Powell_0018.jpg 97.865 113.694 143.937 109.459 116.378 140.566 108.044 166.532 147.636 163.193
lfw/Colin_Powell/Colin_Powell_0019.jpg 104.13 110.105 144.917 111.763 136.944 134.816 105.884 163.45 142.524 164.63
lfw/Colin_Powell/Colin_Powell_0020.jpg 97.1319 109.61 147.784 113.551 122.977 143.147 99.8608 163.341 142.512 166.198
lfw/Colin_Powell/Colin_Powell_0021.jpg 103.569 116.375 148.02 108.106 137.96 140.405 114.667 167.803 150.6 160.177
lfw/Colin_Powell/Colin_Powell_0022.jpg 103.136 108.305 145.337 115.218 134.655 134.568 100.299 166.363 140.759 170.906
lfw/Colin_Powell/Colin_Powell_0023.jpg 103.281 110.756 145.047 116.21 134.152 134.951 106.184 165.658 140.511 168.908
lfw/Colin_Powell/Colin_Powell_0024.jpg 110.935 109.827 156.435 116.592 138.776 136.173 106.587 159.777 150.308 166.181
lfw/Colin_Powell/Colin_Powell_0025.jpg 109.682 114.373 148.891 111.615 140.639 138.483 117.182 165.828 148.132 163.831
lfw/Colin_Powell/Colin_Powell_0026.jpg 103.418 116.792 148.56 111.424 128.31 142.608 111.209 164.798 150.46 160.405
lfw/Colin_Powell/Colin_Powell_0027.jpg 102.767 111.941 148.062 114.229 127.29 144.673 104.701 165.927 141.371 166.187
lfw/Colin_Powell/Colin_Powell_0028.jpg 109.118 113.132 151.067 113.133 141.314 142.828 110.389 166.189 146.523 166.802
lfw/Colin_Powell/Colin_Powell_0029.jpg 102.281 107.279 151.635 113.593 125.303 140.758 100.922 161.406 141.858 167.142
lfw/Colin_Powell/Colin_Powell_0030.jpg 107.704 113.715 147.121 110.066 137.316 131.727 115.525 158.864 152.223 155.707
lfw/Colin_Powell/Colin_Powell_0031.jpg 99.8205 112.023 148.415 109.044 137.785 145.047 107.885 174.382 144.552 172.203
lfw/Colin_Powell/Colin_Powell_0032.jpg 106.219 110.384 149.977 113.701 131.908 137.282 105.262 157.138 145.225 160.154
lfw/Colin_Powell/Colin_Powell_0033.jpg 104.117 111.47 149.118 110.507 127.826 135.664 108.744 158.876 148.631 158.349
lfw/Colin_Powell/Colin_Powell_0035.jpg 102.547 110.044 148.7 114.943 129.014 138.762 97.5028 154.566 143.587 158.573
lfw/Colin_Powell/Colin_Powell_0036.jpg 105.181 106.013 150.125 112.786 121.166 134.609 97.779 148.598 147.838 155.545
lfw/Colin_Powell/Colin_Powell_0037.jpg 103.982 112.625 151.127 109.265 130.585 137.298 107.347 156.787 152.353 153.176
lfw/Colin_Powell/Colin_Powell_0038.jpg 101.029 114.088 146.635 110.073 130.738 136.047 106.347 157.675 149.675 153.43
lfw/Colin_Powell/Colin_Powell_0039.jpg 106.346 115.97 152.368 112.816 124.562 144.888 115.19 172.617 152.124 169.937
lfw/Colin_Powell/Colin_Powell_0040.jpg 104.474 107.723 156.118 113.017 129.371 142.801 100.894 165.746 146.368 170.561
lfw/Colin_Powell/Colin_Powell_0041.jpg 105.025 108.949 150.385 113.021 125.2 137.69 104.818 155.621 143.948 160.075
lfw/Colin_Powell/Colin_Powell_0042.jpg 98.0135 118.45 149.142 107.691 129.179 140.274 115.105 171.764 157.249 161.739
lfw/Colin_Powell/Colin_Powell_0043.jpg 102.792 112.155 149.829 111.124 122.097 140.626 108.485 168.726 153.091 169.745
lfw/Colin_Powell/Colin_Powell_0044.jpg 105.817 109.023 149.698 114.097 132.359 138.191 99.6034 152.732 144.284 156.472
lfw/Colin_Powell/Colin_Powell_0045.jpg 100.681 110.284 148.097 117.642 122.022 144.034 98.1344 163.393 138.178 169.02
lfw/Colin_Powell/Colin_Powell_0046.jpg 104.341 117.288 146.535 112.258 127.932 137.721 113.627 165.743 148.462 161.657
lfw/Colin_Powell/Colin_Powell_0047.jpg 95.6833 108.078 141.087 113.139 121.524 135.271 97.0152 160.142 133.543 163.219
lfw/Colin_Powell/Colin_Powell_0048.jpg 90.1176 117.054 143.845 116.496 126.684 146.63 95.5029 179.718 143.076 178.951
lfw/Colin_Powell/Colin_Powell_0049.jpg 107.393 111.721 151.333 116.155 137.376 139.41 107.552 166.39 144.498 169.424
lfw/Colin_Powell/Colin_Powell_0050.jpg 101.1 111.038 146.996 113.735 124.833 141.442 103.646 157.672 143.194 159.206
lfw/Colin_Powell/Colin_Powell_0051.jpg 101.653 113.314 149.371 108.214 123.224 140.113 111.78 168.321 149.265 163.473
lfw/Colin_Powell/Colin_Powell_0052.jpg 106.509 115.006 144.664 107.348 142.217 134.992 120.706 163.016 150.311 156.531
lfw/Colin_Powell/Colin_Powell_0053.jpg 108.596 113.683 154.567 112.461 139.334 143.059 105.736 160.102 151.573 158.072
lfw/Colin_Powell/Colin_Powell_0054.jpg 96.8134 111.28 145.322 114.152 114.783 138.933 98.2361 162.517 142.386 166.445
lfw/Colin_Powell/Colin_Powell_0055.jpg 107.629 106.986 146.458 117.575 130.478 134.607 97.2549 155.834 134.304 165.189
lfw/Colin_Powell/Colin_Powell_0056.jpg 102.839 115.56 147.535 107.969 123.921 138.714 115.76 166.331 151.59 160.211
lfw/Colin_Powell/Colin_Powell_0057.jpg 101.577 114.423 141.822 112.618 121.447 132.953 109.314 159.394 142.619 159.113
lfw/Colin_Powell/Colin_Powell_0058.jpg 103.95 114.157 145.089 110.992 121.806 134.343 112.037 160.601 143.182 159.581
lfw/Colin_Powell/Colin_Powell_0059.jpg 110.728 110.212 152.44 115.466 138.536 139.375 112.451 164.627 143.461 168.326
lfw/Colin_Powell/Colin_Powell_0060.jpg 104.698 108.386 146.544 116.24 122.207 134.07 98.5559 149.564 140.102 157.926
lfw/Colin_Powell/Colin_Powell_0061.jpg 104.574 114.094 152.592 109.791 128.448 140.845 110.044 160.558 158.634 157.198
lfw/Colin_Powell/Colin_Powell_0062.jpg 101.644 112.418 147.166 115.389 127.602 139.742 100.394 158.672 143.69 161.022
lfw/Colin_Powell/Colin_Powell_0063.jpg 101.965 110.248 151.215 113.421 130.062 143.589 101.859 163.169 143.913 165.533
lfw/Colin_Powell/Colin_Powell_0064.jpg 102.271 109.925 148.17 111.283 129.899 136.12 105.504 160.916 143.033 162.179
lfw/Colin_Powell/Colin_Powell_0065.jpg 100.433 107.585 147.695 114.729 127.667 140.17 98.8476 164.435 137.143 169.726
lfw/Colin_Powell/Colin_Powell_0066.jpg 108.707 112.206 148.886 111.806 120.752 133.974 110.757 162.38 145.949 162.654
lfw/Colin_Powell/Colin_Powell_0067.jpg 105.817 114.076 145.599 109.12 134.731 132.737 115.437 157.527 148.237 152.43
lfw/Colin_Powell/Colin_Powell_0068.jpg 103.308 111.661 148.053 109.271 125.002 134.841 110.427 162.575 146.918 160.277
lfw/Colin_Powell/Colin_Powell_0069.jpg 100.776 111.019 145.653 111.604 137.097 140.932 102.884 170.169 139.395 170.182
lfw/Colin_Powell/Colin_Powell_0070.jpg 105.846 104.42 146.28 121.05 121.159 135.018 93.908 153.655 126.371 167.517
lfw/Colin_Powell/Colin_Powell_0072.jpg 99.8561 119.65 142.262 109.137 123.505 142.32 111.995 163.672 154.539 153.884
lfw/Colin_Powell/Colin_Powell_0073.jpg 101.993 113.949 144.823 108.737 126.956 139.102 115.698 165.002 150.904 160.171
lfw/Colin_Powell/Colin_Powell_0074.jpg 108.288 115.666 149.804 109.371 134.499 134.774 115.443 161.323 151.032 157.025
lfw/Colin_Powell/Colin_Powell_0075.jpg 103.486 109.648 149.031 108.755 123.247 134.358 110.068 161.078 150.763 161.042
lfw/Colin_Powell/Colin_Powell_0076.jpg 102.612 113.096 152.815 100.271 130.963 139.287 120.627 168.386 167.674 156.524
lfw/Colin_Powell/Colin_Powell_0077.jpg 104.931 115.559 146.677 115.433 130.878 137.712 99.3933 156.579 148.416 156.863
lfw/Colin_Powell/Colin_Powell_0078.jpg 101.056 110.625 146.879 114.286 122.535 139.308 103.055 162.992 140.063 165.871
lfw/Colin_Powell/Colin_Powell_0079.jpg 106.97 115.655 145.406 115.182 135.666 138.306 109.187 163.474 143.866 163.421
lfw/Colin_Powell/Colin_Powell_0080.jpg 103.721 111.272 148.475 115.315 126.166 141.529 102.532 163.134 138.48 166.377
lfw/Colin_Powell/Colin_Powell_0081.jpg 104.84 107.938 151.671 116.31 130.467 139.59 100.602 163.725 137.431 170.802
lfw/Colin_Powell/Colin_Powell_0082.jpg 102.954 117.405 143.006 109.097 127.948 134.054 116.209 163.409 148.068 156.703
lfw/Colin_Powell/Colin_Powell_0083.jpg 100.062 113.503 147.457 109.275 125.724 141.391 111.455 165.157 148.557 160.704
lfw/Colin_Powell/Colin_Powell_0084.jpg 105.296 112.498 146.61 104.485 122.551 133.883 118.736 161.947 152.512 156.083
lfw/Colin_Powell/Colin_Powell_0085.jpg 100.128 114.428 147.637 110.289 137.144 140.355 111.764 173.371 148.598 169.602
lfw/Colin_Powell/Colin_Powell_0086.jpg 105.129 113.653 146.817 109.175 125.171 133.79 114.851 161.516 147.324 158.729
lfw/Colin_Powell/Colin_Powell_0087.jpg 103.241 111.799 149.335 106.721 131.467 134.18 110.946 160.361 149.883 156.64
lfw/Colin_Powell/Colin_Powell_0088.jpg 103.51 108.858 150.464 112.546 117.628 142.94 107.727 159.219 155.324 163.426
lfw/Colin_Powell/Colin_Powell_0089.jpg 106.394 115.862 150.882 108.534 139.086 142.804 117.587 171.411 151.864 165.367
lfw/Colin_Powell/Colin_Powell_0090.jpg 105.818 115.338 143.499 108.245 125.043 133.394 113.531 156.307 151.157 150.855
lfw/Colin_Powell/Colin_Powell_0091.jpg 100.293 117.758 149.675 107.089 131.921 141.899 116.507 169.086 159.219 160.291
lfw/Colin_Powell/Colin_Powell_0092.jpg 100.181 115.068 139.292 108.149 114.48 136.231 110.404 162.002 143.312 157.22
lfw/Colin_Powell/Colin_Powell_0093.jpg 100.295 114.09 144.706 108.737 130.591 133.789 111.924 162.536 148.992 157.185
lfw/Colin_Powell/Colin_Powell_0094.jpg 107.515 111.09 148.605 114.7 135.988 138.637 104.917 162.03 141.801 166.319
lfw/Colin_Powell/Colin_Powell_0095.jpg 106.414 109.393 151.028 115.929 127.781 140.352 105.003 164.985 137.79 170.079
lfw/Colin_Powell/Colin_Powell_0096.jpg 98.6002 113.93 142.809 110.477 119.203 138.876 107.191 164.64 144.646 163.013
lfw/Colin_Powell/Colin_Powell_0097.jpg 101.32 112.864 143.984 112.407 125.316 133.222 106.418 157.312 144.675 155.986
lfw/Colin_Powell/Colin_Powell_0098.jpg 101.933 120.388 145.832 105.373 131.122 141.721 120.246 168.196 160.764 155
lfw/Colin_Powell/Colin_Powell_0099.jpg 104.467 109.707 146.125 110.201 136.047 136.775 108.148 161.822 141.238 162.479
lfw/Colin_Powell/Colin_Powell_0100.jpg 100.959 113.244 148.42 112.932 129.447 141.009 106.993 163.707 146.565 162.735
lfw/Colin_Powell/Colin_Powell_0101.jpg 102.215 108.794 148.368 115.364 121.517 139.988 98.6422 155.01 145.713 159.949
lfw/Colin_Powell/Colin_Powell_0102.jpg 100.919 108.479 146.314 112.295 121.845 138.842 103.119 160.779 139.276 164.044
lfw/Colin_Powell/Colin_Powell_0103.jpg 101.141 111.473 148.97 115.184 126.933 141.148 100.347 156.922 147.16 160.055
lfw/Colin_Powell/Colin_Powell_0104.jpg 100.134 109.419 145.804 112.089 117.907 137.909 103.468 156.135 150.397 158.814
lfw/Colin_Powell/Colin_Powell_0105.jpg 102.559 116.252 140.911 110.4 133.268 132.922 113.138 161.427 146.619 156.801
lfw/Colin_Powell/Colin_Powell_0106.jpg 100.393 118.409 146.802 104.136 128.863 141.56 117.68 171.125 162.946 159.052
lfw/Colin_Powell/Colin_Powell_0107.jpg 97.2263 112.886 146.533 108.267 124.036 137.534 106.612 161.983 149.587 157.534
lfw/Colin_Powell/Colin_Powell_0108.jpg 99.4585 110.503 147.216 110.419 127.272 134.242 97.2391 155.234 150.099 155.174
lfw/Colin_Powell/Colin_Powell_0109.jpg 100.498 112.179 142.55 114.831 120.601 136.423 106.339 161.193 139.052 162.525
lfw/Colin_Powell/Colin_Powell_0110.jpg 106.615 113.295 145.404 114.49 126.05 134.099 110.52 160.365 143.129 161.027
lfw/Colin_Powell/Colin_Powell_0111.jpg 102.751 108.438 146.334 109.526 137.161 132.149 107.635 165.706 145.328 166.028
lfw/Colin_Powell/Colin_Powell_0112.jpg 103.829 114.135 152.626 110.265 116.472 136.016 108.219 172.02 149.896 170.402
lfw/Colin_Powell/Colin_Powell_0113.jpg 104.179 117.39 144.045 109.343 114.998 136.765 112.697 169.675 148.253 164.412
lfw/Colin_Powell/Colin_Powell_0114.jpg 103.228 109.835 145.185 114.316 131.361 136.129 104.491 166.036 141.605 168.994
lfw/Colin_Powell/Colin_Powell_0115.jpg 101.35 116.817 142.766 106.731 121.326 131.438 116.4 163.621 147.959 158.387
lfw/Colin_Powell/Colin_Powell_0116.jpg 103.202 108.355 145.131 114.01 131.44 134.877 101.107 155.637 138.314 159.602
lfw/Colin_Powell/Colin_Powell_0117.jpg 105.69 115.552 152.457 113.946 126.914 133.265 108.292 165.596 150.987 164.615
lfw/Colin_Powell/Colin_Powell_0118.jpg 106.348 112.244 147.415 111.658 119.6 134.844 110.162 162.902 146.131 163.657
lfw/Colin_Powell/Colin_Powell_0119.jpg 101.836 112.779 149.733 111.057 122.712 134.367 106.633 165.545 145.778 165.871
lfw/Colin_Powell/Colin_Powell_0120.jpg 99.9406 113.801 144.989 109.449 134.905 136.871 107.504 165.384 147.645 161.206
lfw/Colin_Powell/Colin_Powell_0121.jpg 104.203 110.738 144.332 115.558 115.873 137.529 103.956 164.028 140.645 167.175
lfw/Colin_Powell/Colin_Powell_0122.jpg 102.726 111.105 144.643 109.108 118.374 129.39 105.094 158.529 139.945 159.065
lfw/Colin_Powell/Colin_Powell_0123.jpg 103.567 113.234 147.114 112.802 127.7 136.411 110.241 161.032 143.86 160.648
lfw/Colin_Powell/Colin_Powell_0124.jpg 110.14 112.5 145.569 113.46 122.267 131.275 109.358 151.02 143.333 154.305
lfw/Colin_Powell/Colin_Powell_0125.jpg 101.918 115.275 148.583 110.02 128.8 133.639 108.046 160.908 153.395 156.329
lfw/Colin_Powell/Colin_Powell_0126.jpg 107.503 113.079 147.999 108.899 131.372 133.796 113.77 159.511 146.92 157.279
lfw/Colin_Powell/Colin_Powell_0127.jpg 106.3 113.269 144.82 115.108 130.669 131.337 107.982 159.77 143.582 161.486
lfw/Colin_Powell/Colin_Powell_0128.jpg 102.638 111.623 152.174 113.396 132.689 147.165 104.563 171.923 143.237 172.841
lfw/Colin_Powell/Colin_Powell_0129.jpg 111.931 115.859 148.562 117.64 138.822 145.324 102.092 155.323 142.485 156.516
lfw/Colin_Powell/Colin_Powell_0130.jpg 102.5 116.225 150.205 108.211 126.629 141.548 115.743 170.841 152.608 165.378
lfw/Colin_Powell/Colin_Powell_0131.jpg 111.099 112.052 149.347 111.411 136.777 137.092 108.721 153.716 145.763 154.622
lfw/Colin_Powell/Colin_Powell_0132.jpg 104.957 113.891 146.375 108.323 126.561 138.391 116.401 165.276 146.853 161.775
lfw/Colin_Powell/Colin_Powell_0133.jpg 99.9258 110.939 144.688 107.788 129.262 135.474 109.018 162.216 145.674 159.077
lfw/Colin_Powell/Colin_Powell_0134.jpg 108.623 107.394 152.121 108.951 133.945 135.99 109.535 157.473 144.023 157.63
lfw/Colin_Powell/Colin_Powell_0135.jpg 105.836 106.169 148.829 113.683 123.745 139.221 103.967 158.699 138.845 164.421
lfw/Colin_Powell/Colin_Powell_0136.jpg 106.18 107.041 147.627 114.059 120.288 134.193 104.84 155.338 135.835 161.616
lfw/Colin_Powell/Colin_Powell_0137.jpg 99.3589 112.037 137.268 108.508 113.79 134.837 108.367 159.897 141.799 157.442
lfw/Colin_Powell/Colin_Powell_0138.jpg 105.551 110.48 148.032 109.322 131.642 132.498 110.198 157.14 147.471 157.198
lfw/Colin_Powell/Colin_Powell_0139.jpg 104.981 110.762 148.521 110.233 129.024 135.389 110.26 158.758 145.488 158.238
lfw/Colin_Powell/Colin_Powell_0140.jpg 105.246 113.263 151.661 112.686 135.113 137.611 105.49 158.533 150.378 157.374
lfw/Colin_Powell/Colin_Powell_0141.jpg 104.422 115.308 146.108 106.94 130.522 131.746 119.216 161.689 154.162 156.13
lfw/Colin_Powell/Colin_Powell_0142.jpg 103.631 114.469 149.197 113.643 114.629 134.597 100.909 165.415 141.051 168.225
lfw/Colin_Powell/Colin_Powell_0143.jpg 105.728 115.676 149.407 111.592 125.149 135.895 114.335 165.635 147.629 164.337
lfw/Colin_Powell/Colin_Powell_0144.jpg 107.683 111.835 146.674 108.911 123.555 134.176 113.329 157.749 148.693 157.644
lfw/Colin_Powell/Colin_Powell_0145.jpg 99.7685 110.294 148.973 107.69 124.137 140.259 106.935 167.355 149.598 165.144
lfw/Colin_Powell/Colin_Powell_0146.jpg 102.84 116.064 142.45 111.176 138.792 137.441 108.686 167.926 145.084 163.354
lfw/Colin_Powell/Colin_Powell_0147.jpg 103.935 115.01 151.93 110.954 127.736 136.763 113.116 167.452 151.307 166.138
lfw/Colin_Powell/Colin_Powell_0148.jpg 110.965 106.304 147.693 124.444 132.527 136.459 97.893 157.628 128.339 172.09
lfw/Colin_Powell/Colin_Powell_0149.jpg 101.352 115.875 144.69 107.401 131.494 133.538 115.064 163.329 152.068 157.178
lfw/Colin_Powell/Colin_Powell_0150.jpg 102.168 116.662 145.405 112.893 131.803 131.052 115.852 163.115 149.345 161.725
lfw/Colin_Powell/Colin_Powell_0151.jpg 102.765 113.167 148.172 112.362 129.979 136.862 108.126 161.978 145.811 161.339
lfw/Colin_Powell/Colin_Powell_0152.jpg 106.271 112.816 144.829 116.572 135.03 136.003 107.551 164.934 141.184 167.991
lfw/Colin_Powell/Colin_Powell_0153.jpg 105.888 109.152 143.256 111.555 130.288 132.191 104.568 156.31 138.243 158.931
lfw/Colin_Powell/Colin_Powell_0154.jpg 107.854 111.188 149.69 107.152 133.715 131.817 113.522 159.956 149.951 156.893
lfw/Colin_Powell/Colin_Powell_0155.jpg 106.628 107.228 146.238 118.141 124.292 135.339 98.4191 151.326 135.557 159.841
lfw/Colin_Powell/Colin_Powell_0156.jpg 107.73 109.566 145.906 120.637 122.204 131.692 99.5527 152.097 134.326 162.248
lfw/Colin_Powell/Colin_Powell_0157.jpg 100.205 118.611 139.607 111.96 120.868 136.705 111.979 162.341 145.234 158.277
lfw/Colin_Powell/Colin_Powell_0158.jpg 105.195 111.93 149.144 114.495 124.006 133.127 108.567 162.074 143.831 166.103
lfw/Colin_Powell/Colin_Powell_0159.jpg 105.756 112.579 148.615 114.763 133.628 139.222 108.127 162.416 146.185 163.041
lfw/Colin_Powell/Colin_Powell_0160.jpg 109.252 111.203 154.789 111.855 134.356 140.669 104.72 154.602 156.883 154.767
lfw/Colin_Powell/Colin_Powell_0161.jpg 102.871 113.718 144.985 109.319 135.555 136.561 111.53 165.601 144.387 161.245
lfw/Colin_Powell/Colin_Powell_0162.jpg 106.659 115.289 151.761 109.804 135.948 139.577 110.215 161.321 153.392 155.53
lfw/Colin_Powell/Colin_Powell_0163.jpg 103.85 109.827 151.997 109.418 127.191 134.962 106.699 156.224 153.316 155.635
lfw/Colin_Powell/Colin_Powell_0164.jpg 101.654 113.81 145.833 110.766 126.111 134.198 106.392 157.848 149.12 154.33
lfw/Colin_Powell/Colin_Powell_0165.jpg 102.907 111 146.726 108.29 130.258 131.498 111.449 159.146 146.075 156.222
lfw/Colin_Powell/Colin_Powell_0166.jpg 107.871 113.891 148.584 112.617 117.611 134.787 109.812 164.914 145.469 165.333
lfw/Colin_Powell/Colin_Powell_0167.jpg 100.869 115.247 147.026 111.911 125.133 140.209 108.017 165.052 146.216 162.105
lfw/Colin_Powell/Colin_Powell_0168.jpg 105.541 111.291 151.532 118.669 126.089 143.574 102.021 159.838 141.088 166.631
lfw/Colin_Powell/Colin_Powell_0169.jpg 98.6171 117.167 141.983 104.288 135.575 135.881 114.907 166.045 151.973 154.465
lfw/Colin_Powell/Colin_Powell_0170.jpg 98.3303 117.695 146.714 107.826 124.645 143.17 111.037 167.893 159.044 158.858
lfw/Colin_Powell/Colin_Powell_0171.jpg 103.991 110.498 146.308 110.371 124.678 132.418 105.959 156.618 145.519 157.355
lfw/Colin_Powell/Colin_Powell_0172.jpg 102.385 113.569 146.29 109.429 130.398 139.11 106.332 160.209 146.974 155.714
lfw/Colin_Powell/Colin_Powell_0173.jpg 101.853 112.949 145.444 109.439 121.718 136.534 107.315 156.504 151.422 153.746
lfw/Colin_Powell/Colin_Powell_0174.jpg 104.361 113.125 150.286 119.147 127.806 147.089 98.951 158.312 142.065 163.897
lfw/Colin_Powell/Colin_Powell_0176.jpg 107.697 114.216 147.307 108.407 140.245 132.54 109.717 160.717 151.284 154.059
lfw/Colin_Powell/Colin_Powell_0177.jpg 106.057 112.282 144.737 103.499 141.581 132.943 116.03 160.949 150.149 152.773
lfw/Colin_Powell/Colin_Powell_0178.jpg 106.064 112.809 142.432 108.341 135.793 134.431 106.538 157.242 142.967 153.344
lfw/Colin_Powell/Colin_Powell_0179.jpg 106.188 113.248 150.536 113.353 136.073 140.503 106.767 161.061 147.643 160.463
lfw/Colin_Powell/Colin_Powell_0180.jpg 102.258 116.062 141.602 107.712 135.708 136.914 106.472 160.412 146.441 153.344
lfw/Colin_Powell/Colin_Powell_0181.jpg 104.946 109.411 148.718 110.508 134.843 139.016 104.303 164.112 141.655 165.686
lfw/Colin_Powell/Colin_Powell_0182.jpg 110.172 110.305 146.904 119.653 132.305 137.365 102.61 155.951 135.815 163.725
lfw/Colin_Powell/Colin_Powell_0183.jpg 106.821 114.91 154.882 110.787 129.618 140.86 113.013 161.384 166.3 157.252
lfw/Colin_Powell/Colin_Powell_0184.jpg 101.235 116.422 145.257 109.403 125.162 134.821 111.114 161.741 150.244 155.526
lfw/Colin_Powell/Colin_Powell_0185.jpg 94.6705 108.887 139.701 111.345 117.186 137.808 97.4187 154.311 138.298 156.24
lfw/Colin_Powell/Colin_Powell_0186.jpg 95.9945 110.574 144.031 112.088 115.446 139.191 99.7757 158.949 145.779 160.597
lfw/Colin_Powell/Colin_Powell_0187.jpg 94.8646 117.622 142.704 104.987 123.546 135.061 108.283 162.058 156.174 149.794
lfw/Colin_Powell/Colin_Powell_0188.jpg 106.888 116.162 146.844 115.766 128.257 137.206 110.549 162.778 142.247 163.87
lfw/Colin_Powell/Colin_Powell_0189.jpg 99.3631 109.821 143.897 112.919 126.946 137.459 103.165 162.302 138.955 163.592
lfw/Colin_Powell/Colin_Powell_0190.jpg 105.22 112.377 146.838 111.866 136.091 136.699 105.574 163.404 143.416 163.603
lfw/Colin_Powell/Colin_Powell_0191.jpg 104.594 108.67 145.997 110.072 126.153 136.225 105.529 154.967 140.171 156.693
lfw/Colin_Powell/Colin_Powell_0192.jpg 103.168 113.037 144.499 107.573 126.604 135.021 113.643 161.167 148.455 157.463
lfw/Colin_Powell/Colin_Powell_0193.jpg 103.936 114.835 145.689 107.999 132.079 132.156 117.066 161.785 149.737 156.097
lfw/Colin_Powell/Colin_Powell_0194.jpg 103.276 111.871 146.365 109.206 134.141 137.621 109.166 163.827 143.594 161.37
lfw/Colin_Powell/Colin_Powell_0195.jpg 104.31 115.925 140.554 108.248 126.849 135.957 117.737 157.529 146.67 150.372
lfw/Colin_Powell/Colin_Powell_0196.jpg 99.7276 110.034 147.211 112.011 126.963 142.045 101.516 169.008 139.079 168.304
lfw/Colin_Powell/Colin_Powell_0197.jpg 102.193 105.554 145.826 112.787 127.646 137.216 98.2441 158.856 132.117 165.623
lfw/Colin_Powell/Colin_Powell_0198.jpg 100.919 114.131 143.57 111.445 128.554 132.787 110.751 161.773 144.91 159.01
lfw/Colin_Powell/Colin_Powell_0199.jpg 104.101 110.548 143.213 112.125 124.605 135.364 108.366 155.317 137.3 157.003
lfw/Colin_Powell/Colin_Powell_0200.jpg 104.515 108.49 148.218 109.188 130.237 136.725 107.892 158.363 141.886 158.602
lfw/Colin_Powell/Colin_Powell_0201.jpg 102.464 115.889 145.678 107.816 128.087 138.897 113.209 163.649 150.647 156.826
lfw/Colin_Powell/Colin_Powell_0202.jpg 102.312 110.717 145.43 112.11 126.271 133.337 105.998 160.354 141.222 161.189
lfw/Colin_Powell/Colin_Powell_0203.jpg 100.888 111.685 145.625 118.1 127.747 142.598 94.6144 157.071 140.325 162.003
lfw/Colin_Powell/Colin_Powell_0204.jpg 98.9539 115.493 146.069 106.116 125.803 137.345 115.652 169.018 151.454 162.635
lfw/Colin_Powell/Colin_Powell_0205.jpg 117.443 111.468 149.341 113.212 138.361 134.752 114.045 150.854 144.869 152.647
lfw/Colin_Powell/Colin_Powell_0207.jpg 107.002 113.797 148.456 117.755 131.94 142.044 102.84 156.235 143.426 159.007
lfw/Colin_Powell/Colin_Powell_0208.jpg 101.775 111.479 148.277 114.926 126.374 142.422 100.724 155.956 145.315 158.211
lfw/Colin_Powell/Colin_Powell_0209.jpg 101.944 113.839 146.4 109.096 120.828 138.717 108.752 165.616 148.962 162.827
lfw/Colin_Powell/Colin_Powell_0210.jpg 101.956 113.147 146.936 107.964 126.757 135.688 111.977 162.421 146.814 157.926
